Asin,Title,Price,Sold by,Review Count,Rating,Date
B09R1CV6C2,"ASUS ROG Strix G513IE 144Hz Full HD 15.6 Gaming Laptop (AMD Ryzen 7-4700H, NVIDIA GeForce RTX 3050Ti, 16 GB RAM, 512 GB SSD, Windows 10)",899,Amazon,10,5,24 Jan. 2022
B08HJ2XGP2,"Microsoft Surface Laptop Go Ultra-Thin 12.4 Touchscreen Laptop (Platinum) - Intel 10th Gen Quad Core i5, 8GB RAM, 256GB SSD, Windows 10 Home in S Mode, 2020 Edition",500.88,Amazon Warehouse,24,4.1,1 Oct. 2020
B09SZCMQCL,Lenovo V14 Gen 2 Ryzen 5-5500U 8GB 256GB SSD 14 Inch Full HD Windows 11 Pro Laptop,524.87,Amazon,2,3.5,21 Feb. 2022
B08M77QPBR,"iOTA Flo 360 Touchscreen Laptop 11.6-inch HD Display with 1 Year Microsoft 365 Included, 4GB RAM, 64GB eMMC Storage, Intel Celeron Processor, Windows 11 (S mode), Convertible Laptop PC",199.99,Amazon,841,4.2,17 Jan. 2021
B09K4GRDRL,Dynabook Toshiba | Satellite Pro C40-G-109 | 14 Non-reflective HD | Laptop | Celeron 5205U | 4GB | 128GB SSD | Win10 Pro,177.98,Laptop Outlet UK,120,4.4,22 Oct. 2021
B09TWMLNVR,"MSI Modern 15 (B12M-027UK) 15.6 FHD Laptop, Latest Intel 12th Gen i5-1235U, Intel Iris Xe Graphics, DDR IV 8GB, 512GB NVMe PCIe SSD, Intel WIFI 6, Windows 11 Home- Classic Black",499,Amazon,14,4.5,4 Mar. 2022
B08CNM39GJ,"Lenovo IdeaPad 1i 11.6'' Laptop - Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 10S, Ice Blue + Office 365 Personal",142.76,Amazon Warehouse,1066,4.4,30-Jul-20
B0BJVQLM64,"AOCWEI Laptop Computers Windows 10, 14 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop, 2.4G+5G WiFi Bluetooth 4.2 Full Metal Notebook with Wireless Mouse-Blue",289.99,USMARTPAD,25,4.7,20 Oct. 2022
B09NJPX585,"Microsoft Surface Laptop Studio - 14.4 Touchscreen Laptop (Platinum) - Intel 11th Gen i7, RAM 32GB, SSD 2TB - Windows 11 Home - 2022 edition",2589,Amazon,43,4.4,1 Feb. 2022
B0983JBRVW,"ASUS VivoBook X515JA 15.6 Full HD IPS Screen Laptop (Intel Core i7, 16GB RAM, 512GB PCIe SSD, Windows 10)",695,discount-city,127,4.4,28 Jun. 2021
B09ZYHK73V,"MSI Notebook Stealth 15M Thin and Light Laptop (B12UE-030UK), Intel Core i7-1280P, 15.6 Inches FHD 144Hz Panel, NVIDIA GeForce RTX3060, 16GB, 1TB SSD, Windows 11 - Core Black",1039,Amazon,0,0,10-May-22
B082P7XWMN,"Lenovo ThinkPad X260 12.5-inch Ultrabook - Core i5-6300U 2.4GHz, 8GB RAM, 256GB SSD, HDMI, WiFi, WebCam, Windows 10 Professional 64-bit (Renewed)",209.99,PC Renewed,85,4.2,12 Dec. 2019
B0B1VQKWJ1,"Acer Predator Helios 300 PH315-55 15.6 inch Gaming Laptop - (Intel Core i7-12700H, 16GB, 1TB SSD, NVIDIA GeForce RTX 3060, Full HD 165Hz, Windows 11, Black)",1499.99,Amazon,36,4.4,20-May-22
B09X6RWTWZ,"ASUS Vivobook 15 X1500EA 15.6 Full HD Laptop (Intel i5-1135G7, 16GB RAM, 512GB SSD, Windows 11)",499.99,Amazon,491,4.4,4-Apr-22
B0BGG93P1V,"2022 Lenovo IdeaPad Gaming 3 Gaming Laptop, 15.6 FHD IPS 120Hz, AMD 6-Core Ryzen 5 5600H (Beat i7-1255U), GeForce GTX 1650, 16GB RAM, 1TB PCIe SSD, USB-C, RJ45, Backlit KB, US Version KB, Win 11",864.99,uShopMall-USA,1,5,26 Sept. 2022
B09S9JPJYR,"ASUS ROG Zephyrus Duo GX650RX-LO010W 16 Dualscreen Gaming Laptop (AMD Ryzen 9 6900HX, NVIDIA GeForce RTX 3080 Ti, 32GB RAM, 2TB SSD, Windows 11), Black",3684.01,Amazon,0,0,11 Feb. 2022
B09GKMCWRX,"ASUS Vivobook Pro 15 M3500QC 15.6-inch Full HD OLED Laptop (AMD Ryzen 7-5800H, Nvidia GeForce RTX 3050, 16 GB RAM, 512 GB SSD, Backlit Keyboard, Windows 11)",891,Amazon,10,4.4,17 Sept. 2021
B09XRG8ZT6,"Lenovo IdeaPad 4G 14 Inch Full HD Laptop - (Qualcomm Snapdragon 8c, 8GB RAM, 256GB Storage, Windows 11 Home)  Connected Laptop - Silver",418.32,Amazon,0,0,12-Apr-22
B0B6FP6YHQ,"Dell XPS 17 9720 17 UHD+ Laptop, Intel Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB, Touchscreen, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Silver)",2630.22,Amazon,1,3,13-Jul-22
B08CNL4SLF,"Acer TravelMate Spin B3 TMB311RN-31-P1PD FHD 11.6 Laptop (Pentium Silver N5030,4 GB DDR4 (provided memory is soldered),128 GB SSD,Windows 10 Pro) Shale Black",258.99,Amazon,0,0,25 Jun. 2020
B09TBL91P7,"Fusion5 14.1 Full HD Windows 11 Laptop - 128GB Storage, 4GB RAM, T90B+ Pro Model Lapbook, N4120 Intel Quad Core CPU, 5GHz WIFI (Dual-Band WIFI) 2x WIFI speeds, USB 3.0, Supports M.2 SATA SSD (128GB)",293.98,Amazon Warehouse,117,4.3,24 Feb. 2022
B09Y9CR7PF,"15.6 S15 N2 Full HD Windows 11 Professional Slim n Light Laptop - Intel N4020 - 128GB Storage, 4GB RAM, Intel Dual-Core Dedicated Num-Pad, Dual-Band WiFi, Expandable Storage",319.94,Amazon,142,4,19-Apr-22
B096FP6XSP,"TOPOSH PC Laptop Windows 10 Computer 14 Inch Notebook,12GB RAM+256GB SSD,Ultra High Definition,Dual Band WiFi,Backlit Keyboard,Celeron N5095, Quad Core 2.0 GHz Processor,Battery Capacity 5000mAh",359,TOPOSH Official Store,9,3.4,27 Oct. 2021
B09JZDWZG5,"Acer Swift X SFX16-51G 16 inch Laptop - (Intel Core i7-11390H, 8GB, 512GB SSD, NVIDIA RTX 3050, Full HD Display, Windows 11, Silver)",899.99,Amazon,18,4.6,21 Oct. 2021
B09RDSVML2,"ASUS TUF Dash FX517ZR 144Hz 15.6 Gaming Laptop (Intel i7-12650H, Nvidia GeForce RTX 3070, 16GB RAM, 1TB SSD, Windows 11), Off Black",1249,Amazon,35,4.2,28 Jan. 2022
B09DLJ4G4W,Dynabook Toshiba | Satellite Pro E10-S-101 | 11 HD | Laptop | Celeron N4020 | 4GB | 128GB SSD | Ruggedized for Education,134.99,Laptop Outlet UK,35,4.2,25 Aug. 2021
B097352G4Y,"ASUS Vivobook 15 OLED K513EQ 15.6 Full HD OLED Laptop (Intel i5-1135G7, Nvidia MX350 Graphics, 16GB RAM, 512GB SSD, Windows 10 with free Windows 11 upgrade)",695.96,Amazon Warehouse,72,4.2,11 Jun. 2021
B0B6G1PH9C,"Dell XPS 15 9520 15.6 OLED 3.5K Laptop, Intel Core i9-12900HK, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 3050Ti 4GB, Touchscreen, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Silver)",2949.99,Amazon,6,4.6,13-Jul-22
B08CGRGVMC,"ASUS 15.6 ChromeBook CX1500CNA HD Laptop (Intel Celeron N3350, 4GB RAM, 64GB eMMC, Chrome OS)",369.99,Amazon,76,4.3,22 Feb. 2021
B09M8R11GT,Mini 10.1inch Android Netbook Portable Ultrabook 2G DDR3 16GB Rom Quad-core Laptops With Keyboard Wifi Camera USB HDMI (White),159.99,Honlin,17,2.9,18 Nov. 2021
B086M93S8J,TOPOSH PC Laptop Windows 10 Computer 11.6 Inch Notebook 12GB RAM+128GB SSD Celeron J3455 Quad Core 1.5GHz Processor Graphics with TF Card Slot WIFI Bluetooth- Black,219,TOPOSH Store,30,3.2,1-Apr-20
B09D96LTXJ,Bigmachine 10.1 Inch Portable Quad Core 8GB Computer Laptop Mini PC Android 6.0 Netbook Slim and Lightweight Notebook WiFi Webcam Netflix YouTube Google Player Flash (Silver),119.6,bigmachine,67,2.7,30 Jun. 2021
B09F35RF3N,"jumper Laptop Microsoft 365 11.6 Inch HD Display(Intel Pentium Quad-core,4GB DDR4 RAM,64GB eMMC,Windows 10 Compact Laptop,USB 3.0,Bluetooth 4.2) Support 1TB SSD and 256GB TF card expansion,Silver",236.17,Amazon,111,4.4,31 Aug. 2021
B09H6T6KDM,Bigmachine Portable 12.5  HD Laptop Computer 6GB ROM 64GB RAM Windows 10 Preinstalled Intel Quad Core Netbook Thin & Light Bluetooth Webcam HDMI Zoom Long Battery Life (Pink),249,bigmachine,1,1,31 Aug. 2021
B0B5V842S1,"New Lenovo Quad Turbo Laptop, 32GB RAM, 500GB SSD, RX Vega Graphics, Win 11 Pro + Office Pro 2021",595,discount-city,12,3.9,5-Jul-22
B0BN8K7S9X,"ASUS Vivobook 16 M1603QA 16.0 WUXGA 16:10 300nits Laptop (AMD Ryzen 5-5600H, 16GB RAM, 512GB PCIe SSD, Windows 11), Silver",549.99,Amazon,0,0,24 Nov. 2022
B08L57DP2M,"MEDION ERAZER Crawler E10 Intel Core I5-10300H 8 GB 512 GB SSD 15.6 FHD NVIDIA GeForce GTX 1650 Gaming Laptop Bundle - Mouse And Mousepad, 30035109, Black",699.99,Amazon,11,3.1,5 Oct. 2022
B0B9NNLR65,"Dell Latitude 7490 14 FHD Laptop  Core i7-8650U (4.2GHz), UHD Graphics 620, 16GB DDR4, 1TB SSD, Fingerprint & Card Reader, vPro, WIFI 5 & BT 4.2, Windows 11 Pro Free Upgrade, Backlit Keys (Renewed)",524.99,Nanosoft Corporation Ltd,6,3.6,15 Aug. 2022
B0B5XPCGNC,"Lenovo IdeaPad Duet 3 10.95 Inch 2K AF (anti-fingerprint) Laptop - (Qualcomm Snapdragon 7c Gen 2, 4GB RAM, 128GB SSD, Chrome OS) - Storm Grey, 82T60018UK",349.99,Amazon,18,4.4,6-Jul-22
B09RDKS8RZ,"ASUS ROG Z13 Flow GZ301ZE 13.4 120Hz Touchscreen Gaming Laptop (Intel i9-12900H, Nvidia GeForce RTX 3050Ti, 16GB RAM, 1TB SSD, Windows 11), Black",1159.18,Amazon,28,4.6,28 Jan. 2022
B0B5H6NFZJ,"ASUS Vivobook 15 X515JA 15.6 Full HD Laptop (Intel Core i5, 8GB RAM, 256GB PCIe SSD, Windows 11)",415,Amazon Warehouse,138,4.4,30 Jun. 2022
B09S3T2NV8,"MSI GF63 Thin Gaming Laptop (11UC-241UK), Intel i5-11400H, 15.6 Full HD 144Hz Panel, Nvidia GeForce RTX3050, 8GB, 512GB PCIe SSD, Free upgrade for Windows 11 - Black, (9S7-16R612-241)",699,Amazon,6,4,9 Feb. 2022
B08CNKQKLX,"Acer TravelMate Spin B3 FHD 11.6 Laptop (Celeron N4120,4 GB DDR4 SDRAM,64 GB eMMC,Windows 10 Pro) Black",179.99,Edge Computers Limited,0,0,9-Jul-20
B09X62KYWR,"ASUS Zenbook Flip 14 OLED UP5401ZA 14.0 90Hz 2.8K Touchscreen OLED Laptop (Intel i5-12500H, 16GB RAM, 512GB SSD, 90Hz 550nits Touchscreen Windows 11) Includes Stylus Pen",899.99,Amazon,0,0,4-Apr-22
B09SG5BBLW,"Lenovo IdeaPad Gaming 3 15.6 inch FHD Laptop - (Intel Core i5-11300H, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6, 8 GB RAM, 512GB SSD, Windows 11) - Shadow Black",749.99,Amazon,66,4.2,14 Feb. 2022
B08PBBG3GN,"MESH Computers HP 250 G7 15.6-inch Laptop, Intel Core i7-1065G7, 32 GB RAM, 1 TB SSD, Windows 11 Pro",999,Amazon,21,4.1,8 Dec. 2021
B09WRLBPDC,"ASUS ProArt Studiobook 16 OLED H7600ZW 16.0 4K 16:10 600nits OLED Laptop (Intel i7-12700H 14-core, NVIDIA GeForce RTX 3070 Ti 8GB Laptop GPU, 16GB DDR5 RAM, 1TB SSD, Windows 11) Includes ASUS Dial",2299.99,Amazon,15,3.3,25 Feb. 2022
B0BNKZ8877,"BYYBUO Laptop, 14 Inch FHD Display Laptop Windows 11 Home with Intel Celeron N3350 Processor, AZERTY Keyboard France, 4+64GB RAM, 512 GB SSD, Portable Laptop for Travel",222.99,Alllinktogether,0,0,29 Nov. 2022
B09K17DFTG,MEDION E15407 Core i5-1035G1 8 GB 512 GB Win 11 Laptop 30033540 Silver,519.99,Amazon,1,4,21 Oct. 2021
B09W2KCC8P,"Azeyou Laptop 14 inch (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Window 11 OS), Full HD 1080P Display Notebook with USB 3.0,WIFI,Bluetooth 4.0, Green",199.99,Azeyou Global,4,3.5,16 Aug. 2022
B0B9SZFRYN,"ASUS P1511CEA-BQ0466X Laptop, 15.6 Inch Full HD 1080p Screen, Core i5-1135G7 11th Gen, 8GB RAM, 512GB SSD, Windows 11 Pro - 90NX05E1-M00J70",739.7,Amazon,0,0,16 Aug. 2022
B0B5LBWPD3,"ASUS TUF Gaming FX506HM 15.6 144Hz Full HD Laptop (Intel i7-11800H, Nvidia GeForce RTX 3060, 16GB RAM, 512GB SSD, Windows 11), Black",953.36,Amazon,26,4.4,1-Jul-22
B0BKG38JW8,"KOORUI Portable Monitor 15.6 inch 1080P FHD USB-C Laptop Monitor HDMI Computer Display IPS Gaming Monitor w/Premium Smart Cover & Speakers, External Monitor for Laptop/PC/Mac/Phone",119.99,Smart.EP-uk,1397,4.2,25 Oct. 2022
B08RYSY63H,"CHUWI GemiBook 13 inch Laptop Intel Celeron Quad Core and 2K Display 8GB RAM, 256G SSD Windows 10 Laptop with USB 3.0, 2.4G/5G WiFi, Backlit Keyboard",239.99,SUPER HUANG,150,4,10 Feb. 2021
B08M773G3W,"GeoBook 240 14-inch Windows 10 Laptop, Intel Pentium Quad-Core Processor, 4GB RAM, 64GB eMMC - Includes 1-Year Microsoft 365 Personal",177.06,Amazon,76,4,29 Oct. 2020
B07QZ46Q1N,"HP Elitebook 840 G3 Laptop Intel i7-6600U 2.6GHz, 16GB RAM, 512GB SSD, Windows 10 Pro (Renewed)",491.64,Nanosoft Corporation Ltd,512,4.2,24-Apr-19
B0999NKQGY,"Razer Blade 17 - 17.3 Inch Gaming Laptop with 120Hz UHD Display (Intel Core i9-11900H, NVIDIA RTX 3080, 32GB RAM, 1TB SSD, PCIe Gen 4) UK Layout | Black",3451.73,Amazon,28,3.7,13-Jul-21
B08HM7139C,"Microsoft Surface Laptop Go Ultra-Thin 12.4 Touchscreen Laptop (Ice Blue) - Intel 10th Gen Quad Core i5, 8GB RAM, 128GB SSD, Windows 10 Home in S Mode, 2020 Edition",422.17,Amazon Warehouse,104,4.4,1 Oct. 2020
B0BJ2QBVBS,"DELL Inspiron 15 3502 8GB DDR4, 512GB SSD  Intel Pentium Silver N5030 (4 Cores, 3.1GHz), Intel UHD Graphics 605, WIFI 5 & BT 5, Free Windows 11 Pro Upgrade, UK Keyboard Layout (Renewed)",527.99,Cybist,0,0,13 Oct. 2022
B09Q2TH62G,"ASUS ZenBook Flip OLED UX363EA 13.3 Intel EVO Convertible Laptop (Intel i5-1135G7, 16GB RAM, 512GB SSD, Backlit Keyboard, Windows 11) Includes Stylus, USB-C to Audio Jack, Pine Grey, UX363EA-HP924W",799.99,Amazon,28,4.2,10 Jan. 2022
B0BH8DMH1B,"Lenovo IdeaPad 1 15.6 Inch FHD Laptop (AMD Ryzen 5 3500U, 8GB RAM, 256GB SSD, Windows 11 Home in S mode) - Cloud Grey, 82R1005GUK",449,Amazon,11,4.1,4 Oct. 2022
B09XMXV5GR,"LG gram laptop 17Z90Q - 17 Inch, Intel Evo Core i7 - 12th Gen, 80Wh Battery, (2560 x 1600 px), 16 GB RAM, 1 TB SSD Memory, Windows 11 OS - Black",1292.03,Amazon,161,4.2,30-May-22
B09VCHWKNW,"MSI Summit E16 Flip EVO A12MT, 16 Notebook, Microsoft 365 Bundled, Full HD 100% RGB with Pen Touch, Intel i7-1280P, Iris Xe, 16GB LPDDR5, 512GB PCIe 4x4 SSD, WiFi 6E, Windows 11 Home - Ink Black",1099,Amazon,5,4.6,11 Mar. 2022
B09T71DHC2,Samsung Galaxy Book2 12th Gen Intel Core i5 with Windows 11 Home 15.6 Inch Laptop 8GB RAM 256GB Storage Mystic Silver (UK Version),29,Amazon,5,5,25-Apr-22
B09S9NRW77,"ASUS ROG Zephyrus Duo GX650R GX650RX-LO013W 16 WUXGA 165Hz Dualscreen Gaming Laptop (AMD Ryzen R9-6900HX, Nvidia GeForce RTX 3080Ti, 64GB RAM, 4TB SSD, Windows 11)",4414.67,Amazon,5,5,11 Feb. 2022
B0B5XRGM5R,"Lenovo IdeaPad 5 Chromebook 14 Inch Full HD Laptop - (Intel Core i5-1135G7, Integrated Intel Iris Xe Graphics, 8GB RAM, 256GB SSD, Chrome OS) - Storm Grey",498.62,Amazon,46,4.4,6-Jul-22
B0BH8BKSVQ,"Lenovo IdeaPad 1 15.6 Inch FHD Laptop (AMD Ryzen 7 3700U, 8GB RAM, 512GB SSD, Windows 11 Home in S mode) - Cloud Grey, 82R1005HUK",549.99,Amazon,2,2,4 Oct. 2022
B09GVY28YL,"Samsung Galaxy Chromebook Go, XE345XDA-KA2UK Chrome OS Laptop, 14 Inch Full HD LED Screen, 4GB RAM, 64GB Memory, Silver (UK Version)",349,Amazon,1,5,29 Oct. 2021
B0928LZFT3,"TOPOSH 14 inch Laptop Windows 10 PC Notebook Computer,6GB RAM+128GB SSD,Celeron J3455 Quad-Core Graphics 1.5 Ghz,Expandable Storage,Supports Wifi and Bluetooth 4.0-Gray",199,TOPOSH Store,2,2.2,22 Sept. 2020
B09F34BMMD,"jumper Laptop13.3 Inch Full HD 1920 x 1080 IPS Microsoft 365 4GB RAM 128GB ROM Windows 10 Intel Celeron Processor Thin and Light Laptop Dual Band 5GHz WiFi,Supports 256GB TF Card, 1TB SSD Expansion",212.27,Amazon,17,3.2,31 Aug. 2021
B09RPV72FX,"MSI Prestige 15 A12UD-036UK, 15 inches Notebook, Full HD close to 100% sRGB, Intel i5-1240P, Nvidia RTX3050Ti, 8GB LPDDR4, 512GB PCIe Gen 4x4 SSD, WiFi 6E, Windows 11 - Carbon Gray",749,Amazon,4,3.3,2 Feb. 2022
B0BFJ9HKWM,"ASUS Chromebook 11 CX1101CMA 11.6 Laptop (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Google Chrome OS)",214.39,Amazon,1,5,16 Sept. 2022
B096XNH1VG,"ASUS Vivobook E510MA 15.6 Full HD Laptop (Intel Pentium N5030, 4GB RAM, 128GB eMMC, Windows 10) Includes 1 Year Microsoft Office Subscription",229.99,Amazon,27,4.1,9 Jun. 2021
B0BF4V8469,"2-in-1 Mini Laptop Computer,Windows 11 Intel N4020C Processor 8.9 inch HD Touchscreen(1536 * 2048 IPS) with Detachable Keyboard DDR3 4GB RAM, 64GB ROM, Suitable for Business, Study and Entertainment",169,Alllinktogether,13,3.3,8 Oct. 2022
B0BN5HJ4CZ,Acer 2022 New Nitro 5 - 15.6 144 Hz IPS - Intel Core i5 12th 12500H - NVIDIA GeForce RTX 3050 - Thunderbolt 4 - Killer Wi-Fi 6 - Windows 11- Gaming Laptop w/Mouse pad (16GB RAM | 512GB PCIe SSD),891.39,Amazon,0,0,8 Dec. 2022
B0BMVHL5F9,"ASUS ROG Zephyrus G14 14 120Hz QHD Laptop, AMD Ryzen 9 5900HS (8 Cores, 4.6GHz), NVIDIA RTX 3060 6GB, 32GB DDR4, 1TB SSD, WIFI 802.11ax & BT 5.1, Windows 10 Pro - UK RGB Backlit Keyboard (Renewed)",1699.99,Amazon,0,0,18 Nov. 2022
B097F2J38Z,"Acer Chromebook Spin 513 CP513-1H - (Qualcomm SC7180, 4GB, 64GB eMMC, 13.3 inch Full HD Touchscreen Display, Google Chrome OS, Silver)",299,Amazon,69,4.3,17 Jun. 2021
B09X61Y995,"ASUS Zenbook 14 OLED UX3402ZA 14.0 2.8K OLED Touchscreen 90Hz Laptop (Intel i5-1240P, 16GB RAM, 512GB SSD, Windows 11, 400nits 90Hz screen)",699.99,Amazon,16,3.7,4-Apr-22
B08HS5RB15,"HP EliteBook 840 G5 14-inch Laptop - Core i5 1.7GHz CPU, 8GB RAM, 256GB SSD, Windows 10 Pro (Renewed)",349,PC Renewed,4,4,10 Sept. 2020
B09XBRZFGX,"ASUS Chromebook CX1 (CX1500) 15.6 HD Laptop (Celeron N4500, 4 GB RAM, 64 GB eMMC, Chrome OS), Silver",299.99,Amazon,2,5,6-Apr-22
B08XB5GPNX,"NBD Laptop 14.1 inch Windows 10 Netbook,4 GB RAM 64 GB ROM,Support 256GB TF card and 1TB SSD Expansion,Laptops equipped with Laptop Bag, Mouse, Mouse Pad & Headphone",259,NiuBi,55,3.8,24 Feb. 2021
B0B1VRTTL8,"Acer Predator Triton 300 PT314-52s 14 inch Gaming Laptop - (Intel Core i7-12700H, 16GB, 1TB SSD, NVIDIA GeForce RTX 3060, WUXGA 144Hz Display, Windows 11, Silver)",1299.99,Amazon,43,4.4,20-May-22
B09GKMBMJ2,"ASUS ZenBook Flip S13 UX371EA 13.3-inch 4K Touchscreen OLED Laptop (Intel i7-1165G7, 16GB RAM, 1TB SSD, Backlit Keyboard, Windows 11) includes Stylus Pen, Sleeve, USB-C to Audio Jack, Black",811.38,Amazon,45,3.8,17 Sept. 2021
B08XBMHTTR,"ASUS VivoBook with Microsoft Office 365 - X515EA Full HD 15.6 Inch Laptop (Intel i3-1115G4, 4GB RAM, 128 GB SSD, Windows 10) Includes 1 Year Microsoft Office 365 Subscription",449.99,Amazon,75,4.2,24 Feb. 2021
B09C1VPKG3,"ASUS ROG Zephyrus S17 GX703HS 17.3 Ultra HD 4K 120Hz Gaming Laptop (Intel i7-11800H, NVIDIA GeForce RTX 3080, 16GB RAM, 2TB SSD, Windows 10)",2099,Amazon,5,3.9,6 Aug. 2021
B09SG6PSQV,"Lenovo Yoga Slim 7 Pro 16 inch WQXGA touchscreen Laptop - (AMD Ryzen 7 5800H , 16 GB RAM, 512 GB SSD, Windows 11) - Storm Grey",1054.97,Amazon,102,4.2,14 Feb. 2022
B0B64DCFFX,"Dell Inspiron 3520 15.6 FHD 120Hz Laptop, Intel Core i7-1255U, 16GB RAM, 512GB SSD, Windows 11 Home (Platinum Silver)",899,Amazon,9,3.6,8-Jul-22
B0B1JBK4QJ,"ASUS Zenbook 14X OLED UX5401EA 2.8K OLED Laptop (Intel i5-1135G7, 8GB RAM, 512GB SSD, Windows 10 with Free Upgrade to Windows 11)",619,Amazon,7,3.6,17-May-22
B09XJ13PRY,"HP 17-cn0041na FHD Laptop - Intel Pentium Gold 7505 (2 Cores, 3.5GHz), Intel UHD Graphics, 8GB DDR4, 512GB SSD, WIFI 5 & BT 4.2, Free upgrade to Windows 11  UK Keyboard layout (Renewed)",649.99,Cybist,1,5,8-Apr-22
B0BR93LTR2,"Acer Aspire 3 Business Laptop, 17.3 FHD IPS Micro-Edge Display, 11th Gen Intel Core i3-1115G4, 16GB RAM, 512GB PCIe SSD+1TB HDD, HDMI, RJ45, WiFi, Webcam, KeyPad, US Version KB, Win 10",549.99,uShopMall-USA,0,0,29 Dec. 2022
B095PVBKVM,"Toshiba Dynabook Satellite Pro C40-H-111 FHD 14 Laptop (Intel Core i5 (10th Gen) 1035G1 / 1 GHz (3.6 GHz) / 6 MB Cache,8 GB DDR4 RAM,256 GB SSD,Windows 10 Pro), Dark Blue",597.27,Amazon,2,3.5,24-May-21
B082P7ZV8R,"Lenovo ThinkPad X260 12.5 Ultrabook - Core i5-6300U 2.4GHz, 8GB RAM, 512GB SSD, HDMI, WiFi, WebCam, Windows 10 Professional 64-bit (Renewed)",249,MicroDream Ltd,9,3.8,12 Dec. 2019
B08938FX9G,"iOTA IO082 Flo 11.6-Inch Laptop (Intel Celeron, 4GB RAM, 64GB eMMC, Windows 11) Includes 1 Year Microsoft Office 365 Subscription [Amazon Exclusive],Black",179.99,Amazon,1402,4,22-May-20
B0B9GSHTP4,"Lenovo Yoga Chromebook C630 15.6 Inch UHD Laptop - ( Intel Core i7-8550U, 16GB RAM, 128GB SSD, Chrome OS) - Midnight Blue",499.99,Amazon,29,3.8,12 Aug. 2022
B09VK7M9ZR,"New Lenovo High Spec Ryzen 5 Quad Turbo 3.7GHz Laptop, 8GB RAM, 512GB Very Fast SSD, HD Graphics, Win 11 Pro, MS Office Pro Plus, Very Long Battery Life ",588.84,TecBuyer,20,4.2,9 Mar. 2022
B09GKM2K2F,"ASUS Vivobook Pro OLED M3401QA 14 Inch 2.8K 16:10 Laptop (AMD Ryzen 9-5900HX, 16 GB RAM, 1 TB SSD, Backlit Keyboard, Windows 11), Queit Black",799.99,Amazon,15,3.7,17 Sept. 2021
B0868S67F2,Lenovo 14in ThinkPad T450 Ultrabook - HDF+ (1600x900) Core i5-5300U 8GB 512GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed),259,MicroDream Ltd,22,3.5,1-May-18
B09C8W3TJC,"Lenovo IdeaPad Flex 5 14 Inch FHD 2-in-1 Laptop - (Intel Core i5, 8 GB RAM, 256 GB SSD, Windows 10 S Mode) - Abyss Blue",497.99,Amazon,7,4.4,10 Aug. 2021
B0BD5Q6LMG,dynabook Toshiba | Tecra A40-K-101 | 14 FHD | Laptop | Core i7-1260P | 16GB | 512GB PCle | Win10 Pro DG (Win11),1138,Amazon,0,0,5 Sept. 2022
B09V19WNFJ,GEO  GeoBook 140 Minecraft Edition Green 14.1 Windows 11 Home (Celeron N3450/64GB SSD/4GB DDR4/Intel UHD Graphics 600),227,Amazon,4,3.3,7 Mar. 2022
