Asin,Title,Price,Sold by,Review Count,Rating,Date
B09RQT4HFH,"Acer Spin 1 SP114-31N 14 inch Convertible Laptop - (Intel Pentium N6000, 4GB, 128GB SSD, Full HD Touchscreen Display, Microsoft Office 365, Windows 11 in S Mode, Silver)",360.72,Amazon Warehouse,50,4.2,3 Feb. 2022
B08BJ9Z5V3,"Lenovo IdeaPad Flex 3 11.6 Inch HD 2-in-1 Laptop - (Intel Celeron, 4 GB RAM, 32 GB eMMC, Chrome OS) - Abyss Blue",279.99,Amazon,518,4.6,19 Jun. 2020
B0B5H9TJDG,"Razer Blade 17 - 17.3 Inch Gaming Laptop with 4K 144 Hz UHD Display (NVIDIA RTX 3070 Ti, Intel Core i9 12900H, 32GB DDR5 RAM, 1TB SSD, Vapor Chamber Cooling, Windows 11) UK Layout | Black",3529.99,Amazon,0,0,30 Jun. 2022
B09QT1MXXT,"ASUS TUF Gaming FA506IC 15.6 Full HD 144Hz Gaming Laptop (AMD Ryzen 7-4800H, Nvidia GeForce RTX 3050 Graphics, 8GB RAM, 512GB SSD, Windows 11)",772.79,Amazon Warehouse,22,4.2,20 Jan. 2022
B082P7RKY6,"Lenovo ThinkPad X270 12.5 - Core i5 2.4GHz, 8GB RAM, 256GB SSD (Renewed)",199.99,PC Renewed,87,4.3,12 Dec. 2019
B08CNLPPDG,"Lenovo IdeaPad 3i 15.6 Laptop - Pentium Gold 2.4GHz CPU, 4GB RAM",279.99,Amazon,2,4.6,9-Jul-20
B09KZVLPJ5,"HOARDER Mini Notebook 10.1 Inch Windows 10 PC laptop,6GB RAM+128GB SSD, Ultra High Definition, Dual Band WiFi, Metal Body,Celeron N4120, Quad Core 1.1 GHz Processor,Battery Capacity 5000mAh",249,TOPOSH Official Store,1,5,4 Nov. 2021
B09HCL19YL,"Razer Book 13 - Ultra Lightweight Productivity Laptop (13.4 Inch Touch FHD-60Hz Display, Intel Core i7-1165G7, 16GB RAM, 512GB SSD, Iris Xe, Windows 11) UK Layout | Quartz",1049.99,Amazon,24,4.3,5 Oct. 2021
B0BNPCKLGT,"BYYBUO 14,1 inch HD+ laptop, 4 GB RAM, 128 GB SSD, BT 4.0, Windows 10, zilver (Green)",229,byybuo,0,0,1 Dec. 2022
B09XN7YTLH,Lenovo V V15 Notebook 39.6 cm (15.6) Full HD Intel Core i5 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 11 Pro Black,463.99,MESH Computers,0,0,15 Mar. 2022
B09CTMPHX4,"TOPOSH 15.6 Inch Laptop Computer, Windows 10 PC Notebook ,8GB RAM 256GB SSD,Intel Celeron 5205 (up to 1.9Ghz,with backlit Keyboard,Dual Wifi, Bluetooth 4.2-Grey",359,TOPOSH Store,12,4,17 Aug. 2021
B0999KFRD2,"Dell XPS 17 9710 17 UHD+ Laptop, Intel Core i7-11800H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB, Touchscreen, Backlit Keyboard, Fingerprint Reader, Windows 10 Home, (Platinum Silver)",2699,Amazon,1,1,13-Jul-21
B08CDZ775B,"HP 14 HD Laptop PC 14s-fq0023na, AMD 3020e, 4GB RAM, 64GB SSD, Windows 11 in S Mode, with Microsoft 365 Personal 12 months included - Blue",219.11,Amazon Warehouse,226,4.4,6-Jul-20
B0BF9YJMJV,"Laptop TECLAST 15.6 Inch F15PLUS2 8GB DDR4 256GB SSD, Intel Celeron N4120 Up to 2.60GHz, Windows 10,1920x1080IPS,Dual Band WiFi+Bluetooth 4.2+USB 3.0+HDMI+Type-C+TF+Dark Grey",339.99,Hooya-S,437,4,14 Sept. 2022
B09PVND7WW,Dynabook Toshiba | Satellite Pro C40-J-11J | 14 FHD | Laptop | Core i7-1165G7 | 16GB | 512GB PCIe SSD | Win10 Pro (DG Win11 Pro),799,EU Design Store,0,0,6 Jan. 2022
B09FDZMMZM,"HP 15-dw1025na 15.6 FHD Laptop - Pentium Gold 6405U (2 Cores, 2.4GHz), Intel UHD Graphics, 8GB DDR4, 256GB SSD, WiFi 11ac & BT 4.2, Windows 10 Pro  UK Keyboard Layout - 2N1J9EA (Renewed)",439.99,Cybist,0,0,3 Sept. 2021
B09LFC8XSV,"New DELL Ryzen 5 Quad Turbo 3.7GHz! Laptop, 16GB RAM, RX Vega 8 Graphics, 256GB SSD, Long Batt Life, Win 11 Pro, Office 2021 Pro Plus for life ",679,discount-city,55,4.3,9 Nov. 2021
B09FQ56FF9,Fsjun Win11 / MS 2019office All metal 7.0 inch touch screen Ultra-light mini laptop High-speed CPU J4125 12G RAM/512GB SSD High-performance notebook computer (512GB SSD),329.66,Fsjun,25,4.3,8 Sept. 2021
B0BLYZXSN3,"SGIN 15.6 Inch Laptop Windows 11 8GB DDR4 256GB SSD (TF 512GB), Intel Celeron N4020 Processor(Up to 2.8GHz), HD Notebook with 2xUSB 3.0, Dual Band WiFi, Bluetooth 4.2(Gray)",359.99,SGIN STORE,618,4.6,10 Nov. 2022
B097RG7XNY,"ASUS Touchscreen Full HD 14 inch ChromeBook CX5400FMA Laptop (Intel Core i3-1110G4, 8GB RAM, 256GB SSD, Chrome OS, Touchscreen, Backlit Keyboard) Includes Stylus Pen",599.99,Amazon,106,4.1,23 Jun. 2021
B0B4NN89WQ,"MSI Notebook Crosshair 15 Gaming Laptop (B12UEZ-295UK), Intel Core i9-12900H, 15.6 Inches QHD 165Hz Panel, NVIDIA GeForce RTX 3060, 16GB, 1TB SSD, Windows 11 - Multi-Color Gradient",1399,Amazon,1,5,25 Jan. 2022
B09SV3Q4K2,Lenovo V15 G2 Ryzen 5 8GB RAM 256GB SSD Windows 11 Pro 15.6 Laptop,383.47,Amazon,6,4.6,18 Feb. 2022
B09SG62JTV,"Lenovo Yoga 7 14 inch FHD Laptop - (AMD Ryzen 7 5800U, 16 GB RAM, 512GB SSD, Windows 11) - Slate Grey (82N7009PUK)",899.99,Amazon,6,5,14 Feb. 2022
B0B9GP5RKN,"Lenovo IdeaPad Gaming 3 15.6 Inch FHD Laptop - (Ryzen 5 5600H, NVIDIA GeForce RTX 3060 6GB GDDR6, 8GB RAM, 512GB SSD, Windows 11 Home) - Shadow Black",779.99,Amazon,6,4.2,12 Aug. 2022
B081NJGWJV,LENOVO - PC MOBILE TOPSELLER WINBOOK 14W A6 9220C 4GB 128GB 14 IN W10P ACADEMIC IN,360.06,Amazon,4,3.5,29 Mar. 2020
B09M7P1ZWB,"Lenovo IdeaPad 3i 15 Inch Full HD Laptop (Intel Core i5, 8GB RAM, 256GB SSD Storage, Intel UHD Graphics, Windows 11)  Abyss Blue",415.06,Amazon Warehouse,65,4.4,18 Nov. 2021
B0BJ33JWFV,"MSI Notebook Titan GT77 12UGS-049UK, i7-12800HX, 8GB*2, 1TB M.2 PCIe SSD, 17.3 120Hz UHD, RTX 3070 Ti GDDR6 8GB, Windows 11 Home",3899,Amazon,0,0,13 Oct. 2022
B09SLWPD2J,"ASUS Vivobook 15 X515EA 15.6 Full HD Laptop (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Microsoft Windows 10 with free upgrade to Windows 11)",361.43,Amazon Warehouse,26,4.4,16 Feb. 2022
B09QFV9V9J,"ASUS ROG Strix G15 G513QY-HQ008W - Advantage Edition - Ryzen 9 5900HX / 3.3 GHz - Win 11 Home - Radeon RX 6800M - 16 GB RAM - 1 TB SSD NVMe - 15.6 2560 x 1440 (WQHD) @ 165 Hz-Wi-Fi 6, Original Black",1298.99,Amazon,8,3.8,14 Jan. 2022
B08ML7CFPW,"ASUS M515DA 15.6-inch Laptop, AMD Ryzen 3 3250U, 20 GB RAM, 256 GB SSD, Windows 10 Pro",399,MESH Computers,24,4.2,29 Oct. 2020
B09LKJGV3G,"2022 Lenovo Quad Turbo Laptop, 8GB RAM, 256GB SSD, RX Vega Graphics, Win 11 Pro, MS Office Pro Plus",464.44,TecBuyer,46,4.1,9 Nov. 2021
B09X698HK1,"ASUS Zenbook Pro UX7602ZM 16.0 4K OLED Touchscreen Laptop (Intel i9-12900H, Nvidia GeForce RTX 3060, 32GB RAM, 2TB SSD, Windows 11, 4K OLED 16:10 550nits Touchscreen)",2502.91,Amazon,5,4.5,4-Apr-22
B0B64GGQKS,"Dell Inspiron 5420 14 FHD+ Laptop, Intel Core i5-1235U, 8GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Platinum Silver)",690.92,Amazon,1,5,8-Jul-22
B09JC3D7PV,LincPlus P3 Laptop 14 inch Notebook Full HD Netbook Intel Celeron N3350 Processor 4GB RAM 128GB Storage Upgradable up to 512GB Windows 10 Ultrabook White PC,188.1,LincPlus,787,4,13 Oct. 2021
B095YNRYTV,LincPlus P2 14 Inch Laptop 1080P Full HD Notebook Intel Celeron N3350 4GB RAM 64GB eMMC Storage Upgradeable up to 500GB Windows 10 S Netbook PC,209,LincPlus,404,4,6 Jun. 2021
B0B5XQG4PH,"Lenovo Ideapad 3 17IAU7 17 Inch HD Cloudbook Laptop - (Intel Pentium 8505, 4GB RAM, 128GB SSD, Windows 10S) - Arctic Grey",379.99,Amazon,418,4.5,6-Jul-22
B096N12FP7,"HP 15.6 HD Micro-Edge Laptop Scarlet Red, Intel 4-Core Pentium Silver N5030 up to 3.10 GHz, 16GB RAM, 512GB SSD, Webcam, USB-C, Ethernet, Numberpad, HDMI, Myrtix HDMI Cable, Win 10 Home S",584.99,uShopMall-USA,21,4.6,26-May-21
B09R25RPP2,"MSI Katana GF76 Gaming Laptop (12UD-027UK), Latest 12th Gen i7-12700H, 17.3 Inch FHD 144 Hz Panel, NVIDIA GeForce RTX 3050 Ti, 16 GB, 512 GB, Windows 11 - Black",951.81,Amazon,46,4.3,1 Feb. 2022
B07JR7H5NK,"FANCY CHERRY 10 inch 8GB Laptop Netbook Notebook PC Ultrabook Android 4.4 HDMI Dual Core WIFI Camera, Accessories Laptop Bag + Mouse + Mouse Pad + Earphone (Pink)",139.99,Health Sport Watch UK,370,2.8,28 Oct. 2018
B099ZWNZX6,"HUAWEI MateBook D 15.6'' Laptop, Full View 1080P FHD Ultrabook PC- (Intel Core i5-10210U, Multi-screen Collaboration, 8GB RAM, 512GB SSD, Windows 10 Home, FREE Upgrade to Windows 11), Grey",641.73,Amazon,56,4.5,21-Jul-21
B09X63GB82,"ASUS Vivobook 15 E510MA 15.6 Full HD Laptop (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Windows 11 with Microsoft Office 365 included), Blue",199.99,Amazon,60,4.2,4-Apr-22
B098KCH8XG,"Lenovo IdeaPad 3i 15 Inch Full HD Laptop (Intel Core i3-1115G4 Processor, 4GB RAM, 128GB Storage, Windows 10 Home S Mode) - Abyss Blue",444.97,Amazon,25,4.2,2-Jul-21
B09R63Z5L7,Acer Aspire Vero AV15-51-7617 Green PC | 15.6 FHD IPS 100% sRGB-Display | 11th Gen Intel Core i7-1195G7 | Intel Iris Xe Graphics | 16GB DDR4 | 512GB NVMe SSD | Wi-Fi 6 | PCR Materials | Vero-Sleeve,654.1,Amazon,157,4.5,26-Apr-22
B09S9PQKJF,"ASUS ROG Zephyrus G15 GA503RS 15.6 WQHD 165Hz Gaming Laptop (AMD Ryzen R7-6800H, Nvidia GeForce RTX 3080, 16GB RAM, 1TB SSD, Per Key RGB, Windows 11), Moonlight White",1683.48,Amazon,10,4.1,11 Feb. 2022
B09MSGWJFR,"ASUS Vivobook L410MA Full HD 14.0 inch Laptop (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Windows 11) Ships with 1 Year Microsoft Office 365 Subscription",179.99,Amazon,628,4.3,1 Jan. 2022
B0BN1PNFYX,"ASUS TUF F17 FX707ZV 17.3 144Hz Full HD Gaming Laptop (Intel i5-12500H, Nvidia GeForce RTX 3050, 8GB RAM, 512GB SSD, Windows 11)",999.99,Amazon,0,0,17 Nov. 2022
B0B15HQPXZ,"Lenovo IdeaPad 3 14 Inch Touch Screen, 4GB RAM, 64GB Storage Chrome OS - Storm Grey (Top), Dark Grey (Bottom) Chromebook Laptop",299.99,Amazon,20,4,12-May-22
B0B6G61Q58,"Dell XPS 17 9720 17 UHD+ Laptop, Intel Core i9-12900HK, 32GB RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB, Touchscreen, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Silver)",3049,Amazon,5,4,13-Jul-22
B08QFRSVC2,HP 14 EliteBook 840 G3 Ultrabook - Full HD (1920x1080) Core i7-6600U 8GB DDR4 256GB SSD WebCam WiFi Windows 10 Professional 64-bit Laptop PC (Renewed),273,Compuclear,9,3.7,12 Dec. 2020
B09VTKYS2D,Dynabook Toshiba | ET10-G-106 | 10.1 HD Screen with detachable KB | Laptop | Intel N3350 | 4GB | 128GB| Win10 Pro,129.98,Laptop Outlet UK,33,3.8,17 Mar. 2022
B08HMZYY3Q,"Office 2019/8GB Only 0.9KG 11.6 inch Ultra-Thin Laptop Celeron J3455 Quad Core Processor 8G RAM/256GB SSD WiFi/HDMI High-spec Performance Notebook with Wireless Mouse (8G+256GB SSD, White)",268.99,Fsjun,9,3.8,8 Sept. 2020
B09JZGD513,"Acer Swift X SFX14-41G 14 inch Laptop - (AMD Ryzen 5 5600U, 8GB, 512GB SSD, NVIDIA RTX 3050, Full HD Display, Windows 11, Blue/Silver)",728.99,Amazon,18,4.6,21 Oct. 2021
B08HS7HG1F,HP EliteBook 840 G6 - Core i5 8265U - 8 GB RAM - 256 GB SSD 14 Laptop (Renewed),650,PC Renewed,0,0,10 Sept. 2020
B082P8NJTX,Lenovo ThinkPad T450 14.1-inch i5-5300U 8GB 256GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed),189,Amazon,203,4.1,12 Dec. 2019
B0B4BG1LYW,Lenovo V V15 Notebook 39.6 cm (15.6) Full HD AMD Ryzen 5 8 GB DDR4-SDRAM 512 GB SSD Wi-Fi 5 (802.11ac) Windows 11 Home Black,620.25,Amazon,1,5,16 Jun. 2022
B0BJ2RMR4S,"Alienware x17 R2 17.3 FHD 480Hz Gaming Laptop, Intel Core i9-12900HK, NVIDIA GeForce RTX 3080 Ti 16GB, 32GB RAM, 1TB SSD, Windows 11 Home (Lunar Light), WWMDX",4939.99,Amazon,0,0,13 Oct. 2022
B09P419RZP,"HP Pavilion x360 14 2-in-1 Laptop PC 14-dy0032sa, Touch Screen, Windows 11, Intel i3, 8GB RAM, 128GB SSD, FHD, Natural silver",478.39,Amazon Warehouse,13,4.6,23 Dec. 2021
B0B9CCQ2JX,"ASUS Vivobook Flip DR110FA 11.6 Touchscreen Laptop (Intel Celeron N4500, 4GB RAM, 64GB eMMC, Windows 10 Pro) Includes 3 Year ASUS warranty",195.85,Amazon Warehouse,41,4.4,11 Aug. 2022
B09VCL8MT8,"MSI Prestige 15 A12UD, 15 Notebook, Microsoft 365 Bundled, Full HD close to 100% sRGB, Intel i5-1240P, Nvidia RTX3050Ti, 8GB LPDDR4, 512GB PCIe Gen 4x4 SSD, WiFi 6E, Windows 11 - Carbon Gray",693.76,Amazon,4,3.3,11 Mar. 2022
B08MKS6D5Z,"ASUS M515DA 15.6-inch Laptop, AMD Ryzen 3 3250U, 8 GB RAM, 256 GB SSD, Windows 10 Pro",349,MESH Computers,58,4.3,29 Oct. 2020
B09BZPC735,Samsung Galaxy Book Pro Intel Core i7 with Windows 10 Pro 13.3 Inch Laptop 16GB RAM 256GB Storage Silver (UK Version),699.99,Amazon,0,0,3 Aug. 2021
B0B9T1VT71,"ASUS Vivobook 15 X515JA 15.6 Full HD Laptop (Intel Core i5, 8GB RAM, 512GB SSD, Windows 11), Silver",394.92,Amazon Warehouse,24,3.7,16 Aug. 2022
B09H6WX36X,Bigmachine Portable 14 Inch Laptop Computer 6GB ROM 64GB RAM Windows 10 Preinstalled Intel Quad Core Thin & Light Bluetooth Webcam HDMI Zoom Long Battery Life (Silver),269,bigmachine,0,0,31 Aug. 2021
B09X6L58LG,"ASUS Vivobook Pro 16X OLED N7600ZE 16.0 4K OLED Laptop (Intel i7-12650H, Nvidia GeForce RTX 3050Ti, 16GB RAM, 512GB SSD, Windows 11, 550nits Screen)",1299.99,Amazon,1,4,4-Apr-22
B09TFCDCVF,"ASUS Vivobook 15 X515EA 15.6 Full HD Laptop (Intel i7-1165G7, 16GB RAM, 512GB SSD, Windows 11)",649.15,Amazon Warehouse,64,4.6,8 Mar. 2022
B0B64GZ732,"Dell Inspiron 5420 14 FHD+ Laptop, Intel Core i7-1255U, 8GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Platinum Silver)",799,Amazon,4,4.5,8-Jul-22
B08NPCBGSZ,"CHUWI Windows Laptop FHD (2160x1440) IPS Dispaly, Gemibook Pro 14 Inch Intel Laptops with Windows 11, 8GB LPDDR4+256GB Ultra Thin Metal Notebook, WiFi 6, USB 3.0,Type-C, Fast Charge",239,"BIG FAN TRADING CO., LTD",314,3.9,7-May-21
B08BHX6917,TOPOSH Laptop Windows 10 Computer 11.6 Inch PC Notebook 8GB RAM+128GB SSD Celeron J3455 Quad Core 1.5GHz Processor Graphics with US Keyboard WIFI Bluetooth- Black,209,TOPOSH Store,30,3.2,20 Jun. 2020
B0BL9B8KMT,"ASUS TUF Gaming FX706HM 144Hz Gaming Laptop (Intel i7-11800H, Nvidia GeForce RTX 3060, 16GB RAM, 1TB SSD, Windows 11)",999.99,Amazon,0,0,3 Nov. 2022
B0BRM3YDJ5,"TECLAST Laptop 14 Inch F7 Plus2 Windows 11 Computer, 8GB RAM 256GB SSD(1TB Expandable), Intel Gemini Lake N4120 Quad Core Processor Up to 2.6GHz, FHD 1920x1080 IPS WiFi+USB 3.0+Bluetooth+Mini-HDMI",269.99,Hooya-S,2,5,4 Jan. 2023
B089QJ47PL,TOPOSH 10.1 Inch Windows 10 Laptop PC Mini Computer Notebook 2GB RAM+32GB SSD Intel Atom X5-Z8350 Quad-Core Graphics 1.92 GHz Supports TF Card Bluetooth 4.0 Wifi HDMI - White,129,TOPOSH Store,69,3.5,5 Jun. 2020
B098FDN5L6,"New Lenovo Quad Turbo Laptop, 32GB RAM, 500GB SSD, RX Vega Graphics, Win 11 Pro + Office Pro 2021 Full HD",638.88,TecBuyer,95,4.2,1-Jul-21
B08ZJHC7KG,HP 255 G8 15.6 Ryzen 5 8GB 256GB Radeon Vega 8 Laptop,455,MESH Computers,1,4,19 Mar. 2021
B0B1VR3KHW,"Acer Aspire 5 A515-47 15.6 inch Laptop - (AMD Ryzen 7 5825U, 16GB, 512GB SSD, Full HD Display, Windows 11, Iron)",749,Amazon,646,4.1,20-May-22
B086MBQKH2,"Acer Chromebook Spin 311 Convertible Laptop, Intel Celeron N4020, 11.6 HD Touch, 4GB LPDDR4, 32GB eMMC, Gigabit Wi-Fi 5, Bluetooth 5.0, Google Chrome, CP311-2H-C679",312.55,WisdomStore EU,9592,4.6,27-Apr-20
B0998ZBDRC,"Lenovo Thinkpad X1 Yoga 4th Gen, Core i5-8365U, 14 FHD 8GB RAM, 256GB SSD Intel UHD Graphics Convertible W/ Pen Pro Stylus, 4G LTE, Fingerprint unlock, Iron Grey, Win10 Pro 1 year warranty-20QGS86F00",549.99,Laptop Outlet UK,12,4.2,13-Jul-21
B0B8JPJZGW,"ACER Aspire 5 A517-52-39JL i3-1115G4 Notebook 43.9 cm (17.3) Full HD Intel Core i3 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 6 (802.11ax) Windows 10 Pro Silver, NX.A5BEK.003, Black",621.21,Amazon,0,0,3 Aug. 2022
B09V8286DW,Samsung Galaxy Chromebook2 360 Wi-Fi Laptop 12.4 Inch 4GB RAM 64GB Storage Silver (UK Version),319,Amazon,0,0,15-Apr-22
B09Q2RFMPV,"ASUS ZenBook Flip OLED UX363EA 13.3 Intel EVO Convertible Laptop (Intel i7-1165G7, 16GB RAM, 1TB SSD, Backlit Keyboard, Windows 11) Includes Stylus, USB-C to Audio Jack Pine Grey UX363EA-HP768W",929,Amazon,24,4.7,10 Jan. 2022
B09ZF3N58Y,"Dell XPS 13 Plus 9320 13.4 OLED 3.5K Laptop, Intel Evo Core i7-1260P, 16GB RAM, 512GB SSD, Touchscreen, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Silver)",1469,Amazon,2,3,3-May-22
B0BJTZLD77,"HP Business Laptop, 14 FHD IPS Micro-Edge Display, AMD Ryzen 3 3250U (Beat i3-10110U), 32GB DDR4 RAM, 1TB SSD, Webcam, USB-C, HDMI, WiFi, SD Card Reader, US Version KB, Win 11",604.99,uShopMall-USA,3,5,20 Oct. 2022
B0B56R25T6,HUAWEI Matebook D16 - 16 Inch Laptop - Windows 11 Intel Core i7-12700H 12th Gen Processor With 16GB RAM & 512GB SSD Storage - Eye Comfort HUAWEI Fullview Display with 1080p Wide-Angle Camera - Grey,899.99,Amazon,689,4.5,18-Jul-22
B09Q6DDKVL,"Razer Blade 15 - 15.6 Inch Gaming Laptop with 360 Hz FHD Display (NVIDIA RTX 3080 Ti, Intel Core i7 12800H, 32GB DDR5 RAM, 1TB SSD, Vapor Chamber Cooling, Windows 11) UK Layout | Black",3539.99,Amazon,8,3.8,25 Jan. 2022
B0B64G7BNL,"Dell Inspiron 5620 16 FHD+ Laptop, Intel Core i5-1235U, 8GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Platinum Silver)",719,Amazon,0,0,8-Jul-22
B0896YNB89,jumper Laptop 2 in 1 TouchScreen Tablet 6GB RAM 64GB Storage Windows 10 Ezpad 6pro 11.6 Inch FHD PC INTEL Quad Core Processor - Detachable Keyboard,239.99,Amazon,208,4,27-May-20
B0B5XPRMLC,"Lenovo Ideapad 3 14ADA6 14 Inch FHD Cloudbook Laptop - (AMD Ryzen 3 3250U, 4GB RAM, 128GB SSD, Windows 10S) - Abyss Blue",379.99,Amazon,418,4.5,6-Jul-22
B0B7NVR1F8,"Corsair VOYAGER a1600 Gaming Laptop (AMD Ryzen R9 6900HS, AMD Radeon RX 6800M, 32GB DDR5, 16 2560x1600 240Hz IPS Screen, CHERRY MX Ultra-Low Profile Keyswitches, Windows 11 Home Advanced) Black",2448.98,Amazon,0,0,18 Aug. 2022
B0B1QDZ2C7,"HP 15s-eq0032na 15.6 FHD Laptop, AMD Ryzen 5-3450U (4 Cores, 3.5GHz), AMD Radeon Vega 8 Graphics, 16GB DDR4, 512GB SSD, WIFI 11 ac & BT 4.2, Free upgrade to Windows 11 Pro  UK Keyboard (Renewed)",599.99,Cybist,0,0,19-May-22
B0B4XTGDHN,MSI Notebook Raider GE66 Deluxe Edition 12UGS-478UK (15.6) Gaming - Intel Core i9 12th Gen i9-12900HK - 32 GB RAM - 2 TB SSD - Titanium Blue - Chip - Windows 11 Home - NVIDIA RTX 3070 Ti with 8,2464.49,Amazon,0,0,23 Jun. 2022
B09N3XGH8S,E10-S-10H 11Celeron 8GB 128GB Win10Pro,161.58,Amazon,7,3.8,6 Dec. 2021
B09WRL3Z38,"SGIN Laptop 12GB DDR4 512GB SSD, 15.6 Inch Windows 11 Laptops with Celeron N4500 , FHD 19201080, Dual Band WiFi, 2xUSB 3.0, Up to 2.8GHz, Bluetooth 4.2, Supports 512GB TF Card Expansion, Gray",326.84,Amazon,53,3.7,29 Mar. 2022
B09TT9Z9QP,"HP 15.6 Full HD Laptop 15s-eq1048na, AMD Ryzen 7, 16GB RAM, 512GB SSD, Windows 11 - Natural Silver",649.99,Amazon,4,4.1,3 Mar. 2022
B07HJHMCX2,"ASUS Chromebook C223NA (Grey) (Intel Celeron N3350, 4 GB RAM, 32 GB eMMC, 11.6 Inch HD Screen, Chrome OS)",206.29,TC TRADING,1544,4.2,1 Sept. 2018
B0BJ2SR9YQ,"Dell Inspiron 3521 15.6 FHD 120Hz Laptop, Intel Pentium, 4GB RAM, 128GB SSD, Windows 11 Home S Mode (Carbon Black)",409.99,Amazon,0,0,13 Oct. 2022
B0B64B8Q6T,"Dell Inspiron 3525 15.6 FHD 120Hz Laptop, AMD Ryzen 5 5500U, 8GB RAM, 256GB SSD, Windows 11 Home (Carbon Black)",529,Amazon,3,4.3,8-Jul-22
B0BN54TYG9,"HP 15 15.6 FHD Business Laptop 11th Gen Intel 4-Core i5-1135G7, Intel Iris Xe Graphics,, 16GB RAM, 512GB PCIe SSD, Webcam, USB-C, WiFi, KeyPad, Long Battery Life, US Version KB, Win 11",604.99,uShopMall-USA,0,0,23 Nov. 2022
B0B649XH7K,"Dell Inspiron 7620 16 Plus 16 3K Laptop, Intel Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB, Backlit Keyboard, Fingerprint Reader, Windows 11 Home (Dark Green)",1379,Amazon,6,3.3,8-Jul-22
B09P8SX1J6,"Lenovo PC MOBILE TOPSELLER CHROME 500E 2ND CELERONN4120 4G 32G 11.6IN CHROMEOS IN, Black (Lenovo 500e)",328.65,Amazon,0,0,27 Dec. 2021
B09BFYL623,"GEO Computers Infinity GeoBook 540 Windows 10 Professional Laptop 14-inch FHD Intel Core i5 8GB RAM 256GB SSD Fingerprint Reader Kensington Lock Slot, Black",299.99,Amazon,9,2.7,29-Jul-21
B09TFXDBJK,"HONOR MagicBook 16 Windows 11 Laptop (16.1 144Hz FHD IPS, AMD Ryzen 5 5600H, WiFi 6, 16 GB RAM, 512 GB SSD) - Space Grey",669.99,Amazon,24,4.6,17 Mar. 2022
B09V48PYPN,"New HP 14 Intel Quad Turbo 2.8GHz Laptop, 4GB RAM, Very Fast SSD, HD Graphics, Win 11 Pro, MS Office Pro Plus, Very Long Battery Life ",348.84,TecBuyer,106,4.2,9 Mar. 2022
B09X22MR8G,Microsoft Surface Laptop Go 2 Ultra-Thin 12.4 Touchscreen Laptop - Platinum - Intel Core i5 - 8GB RAM - 256GB SSD - Windows 11 Home - 2022 model,627.01,Amazon,64,4.4,1 Jun. 2022
B0868V2JKH,Lenovo 14 ThinkPad T450 Ultrabook - HDF+ (1600x900) Core i5-5300U 16GB 512GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed),300,Amazon,108,4.1,1-May-18
B07MVWCJLH,"ASUS 15.6 ChromeBook C523NA (Intel Celeron N3350, 4 GB RAM, 64 GB eMMC, Chrome OS), Silver",268.99,Worthy Warehouse,1234,4.3,4 Jan. 2019
B09S3Z16T6,"Lenovo Ideapad 3 15ITL6 15.6 Inch FHD Cloudbook Laptop - (Intel Core i7-1165G7, 8GB RAM, 512GB SSD, Windows 11S) - Abyss Blue",719.26,Amazon,107,4.5,9 Feb. 2022
